Accession,Species,Notes,State,Cleaned to 50𝜇l,Qubit reading 1 (ng/uL),Qubit reading 2 (ng/uL),Qubit average,DNA in tube (ng),"uL for 0.5 ug DNA (if over 123 uL, use whole sample)",Amount of HPLC water to add,Normalized (Letter/# for rack for yes),Library made,Note,Old Qubit 1 ,Old Qubit 2,Collector,Collector number,Locality,County,State,Country,Latitude,Longitude,Source,GPS source,Verbatim latitude,Verbatim longitude
A53-3,Heuchera americana var. calycosa,,AL,,21.4,21.4,21.4,2632.2,23.36448598,,,,,,,,,,,,,33.693964,-85.55944,,,,
A53-4,Heuchera americana var. calycosa,,AL,,11.1,11.2,11.15,1371.45,44.84304933,,,,,,,,,,,,,33.693964,-85.55944,,,,
A53-5,Heuchera americana var. calycosa,,AL,,11.3,11.4,11.35,1396.05,44.05286344,,,,,,,,,,,,,33.693964,-85.55944,,,,
A53-6,Heuchera americana var. calycosa,,AL,,12.9,12.8,12.85,1580.55,38.91050584,,,,,,,,,,,,,33.693964,-85.55944,,,,
A53-7,Heuchera americana var. calycosa,,AL,,11.6,11.7,11.65,1432.95,42.91845494,,,,,,,,,,,,,33.693964,-85.55944,,,,
A53-8,Heuchera americana var. calycosa,,AL,,10.3,10.3,10.3,1266.9,48.54368932,,,,,,,,,,,,,33.693964,-85.55944,,,,
A53-9,Heuchera americana var. calycosa,,AL,,13.2,13.2,13.2,1623.6,37.87878788,,,,,,,,,,,,,33.693964,-85.55944,,,,
A53-10,Heuchera americana var. calycosa,,AL,,17,17,17,2091,29.41176471,,,,,,,,,,,,,33.693964,-85.55944,,,,
A54-1,Heuchera americana var. calycosa,,AL,,8.04,7.91,7.975,980.925,62.69592476,,,,,,,,,,,,,33.369119,-86.659483,,,,
A54-2,Heuchera americana var. calycosa,,AL,,7.32,7.36,7.34,902.82,68.11989101,,,,,,,,,,,,,33.369119,-86.659483,,,,
A54-3,Heuchera americana var. calycosa,,AL,,7.19,7.19,7.19,884.37,69.54102921,,,,,,,,,,,,,33.369119,-86.659483,,,,
A55-1,,,,,8.33,8.55,8.44,1038.12,59.24170616,,,,,,,,,,,,,35.0996176,-84.555909,,,,
A55-2,,,,,5.62,5.65,5.635,693.105,88.73114463,,,,,,,,,,,,,35.0996176,-84.555909,,,,
A55-3,,,,,5.05,4.83,4.94,607.62,101.2145749,,,,,,,,,,,,,35.0996176,-84.555909,,,,
A55-4,,,,,6,5.39,5.695,700.485,87.79631255,,,,,,,,,,,,,35.0996176,-84.555909,,,,
A55-5,,,,,3.32,3.35,3.335,410.205,Use whole sample,,,,,,,,,,,,,35.0996176,-84.555909,,,,
A55-6,,,,,12.4,12.5,12.45,1531.35,40.16064257,,,,,,,,,,,,,35.0996176,-84.555909,,,,
A56-1,,,,,7.82,7.88,7.85,965.55,63.69426752,,,,,,,,,,,,,35.1230527,-83.9898227,,,,
A56-2,,,,,6.56,6.65,6.605,812.415,75.7002271,,,,,,,,,,,,,35.1230527,-83.9898227,,,,
A56-3,,,,,5.83,5.82,5.825,716.475,85.83690987,,,,,,,,,,,,,35.1230527,-83.9898227,,,,
A56-4,,,,,5.39,5.41,5.4,664.2,92.59259259,,,,,,,,,,,,,35.1230527,-83.9898227,,,,
A56-5,,,,,9.75,9.15,9.45,1162.35,52.91005291,,,,,,,,,,,,,35.1230527,-83.9898227,,,,
A56-6,,,,,6.35,6.35,6.35,781.05,78.74015748,,,,,,,,,,,,,35.1230527,-83.9898227,,,,
A56-7,,,,,9.49,9.62,9.555,1175.265,52.32862376,,,,,,,,,,,,,35.1230527,-83.9898227,,,,
A57,,,,,6.12,5.97,6.045,743.535,82.71298594,,,,,,,,,,,,,35.4648505,-83.4335309,,,,
A58-1,,,,,13.9,13.9,13.9,1709.7,35.97122302,,,,,,,,,,,,,35.248278,-83.086306,,,"35°14'53.8"" N","83°5'10.7"" W"
A58-2,,,,,9.13,9.14,9.135,1123.605,54.73453749,,,,,,,,,,,,,35.248278,-83.086306,,,,
A58-3,,,,,9.93,9.68,9.805,1206.015,50.99439062,,,,,,,,,,,,,35.248278,-83.086306,,,,
A58-4,,,,,10.3,10.2,10.25,1260.75,48.7804878,,,,,,,,,,,,,35.248278,-83.086306,,,,
A59-1,,,,,10.3,10.3,10.3,1266.9,48.54368932,,,,,,,,,,,,,35.735357,-82.116329,,,,
A59-2,,,,,10.1,10.1,10.1,1242.3,49.5049505,,,,,,,,,,,,,35.735357,-82.116329,,,,
A59-3,,,,,6.61,6.71,6.66,819.18,75.07507508,,,,,,,,,,,,,35.735357,-82.116329,,,,
A59-4,,,,,8.11,7.88,7.995,983.385,62.53908693,,,,,,,,,,,,,35.735357,-82.116329,,,,
A59-5,,,,,6.34,5.88,6.11,751.53,81.83306056,,,,,,,,,,,,,35.735357,-82.116329,,,,
A59-6,,,,,9.81,9.41,9.61,1182.03,52.02913632,,,,,,,,,,,,,35.735357,-82.116329,,,,
A59-7,,,,,6.32,6.01,6.165,758.295,81.10300081,,,,,,,,,,,,,35.735357,-82.116329,,,,
A59-8,,,,,14.5,14.1,14.3,1758.9,34.96503497,,,,,,,,,,,,,35.735357,-82.116329,,,,
A59-9,,,,,19.2,19,19.1,2349.3,26.17801047,,,,,,,,,,,,,35.735357,-82.116329,,,,
A60-1,,,,,13.5,13.5,13.5,1660.5,37.03703704,,,,,,,,,,,,,35.966166,-81.1144923,,,,
A60-2,,,,,12.9,12.4,12.65,1555.95,39.5256917,,,,,,,,,,,,,35.966166,-81.1144923,,,,
A60-3,,,,,17.2,17.2,17.2,2115.6,29.06976744,,,,,,,,,,,,,35.966166,-81.1144923,,,,
A60-4,,,,,11.2,11.1,11.15,1371.45,44.84304933,,,,,,,,,,,,,35.966166,-81.1144923,,,,
A61-1,,,,,7.08,6.99,7.035,865.305,71.0732054,,,,,,,,,,,,,35.767194,-83.101722,,,"35°46'01.9"" N","83°06'06.2"" W"
A61-2,,,,,12.1,12,12.05,1482.15,41.49377593,,,,,,,,,,,,,35.767194,-83.101722,,,,
A61-3,,,,,11,11,11,1353,45.45454545,,,,,,,,,,,,,35.767194,-83.101722,,,,
A61-4,,,,,18.3,18.6,18.45,2269.35,27.100271,,,,,,,,,,,,,35.767194,-83.101722,,,,
A61-5,,,,,8.68,8.56,8.62,1060.26,58.00464037,,,,,,,,,,,,,35.767194,-83.101722,,,,
A61-6,,,,,7.15,7.07,7.11,874.53,70.32348805,,,,,,,,,,,,,35.767194,-83.101722,,,,
A61-7,,,,,8.7,8.47,8.585,1055.955,58.24111823,,,,,,,,,,,,,35.767194,-83.101722,,,,
A61-8,,,,,9.08,8.95,9.015,1108.845,55.46311703,,,,,,,,,,,,,35.767194,-83.101722,,,,
A61-9,,,,,14.1,14,14.05,1728.15,35.58718861,,,,,,,,,,,,,35.767194,-83.101722,,,,
A62-1,,,,,8.43,8.21,8.32,1023.36,60.09615385,,,,,,,,,,,,,35.695778,-83.389556,,,"35°41'44.8"" N","83°23'22.4"" W"
A62-2,,,,,11.1,10.7,10.9,1340.7,45.87155963,,,,,,,,,,,,,35.695778,-83.389556,,,,
A62-3,,,,,9.46,9.06,9.26,1138.98,53.99568035,,,,,,,,,,,,,35.695778,-83.389556,,,,
A63-1,,,,,4.84,4.81,4.825,593.475,103.626943,,,,,,,,,,,,,35.695778,-83.389556,,,,
A63-2,,,,,3.06,3.03,3.045,374.535,Use whole sample,,,,,,,,,,,,,35.695778,-83.389556,,,,
A63-3,,,,,5.21,4.98,5.095,626.685,98.13542689,,,,,,,,,,,,,35.695778,-83.389556,,,,
A63-4,,,,,15.8,15.6,15.7,1931.1,31.84713376,,,,,,,,,,,,,35.695778,-83.389556,,,,
A63-5,,,,,12.3,12.1,12.2,1500.6,40.98360656,,,,,,,,,,,,,35.695778,-83.389556,,,,
A63-6,,,,,8.62,8.59,8.605,1058.415,58.10575247,,,,,,,,,,,,,35.695778,-83.389556,,,,
A63-7,,,,,20.7,20.1,20.4,2509.2,24.50980392,,,,,,,,,,,,,35.695778,-83.389556,,,,
A63-8,,,,,9.47,9.43,9.45,1162.35,52.91005291,,,,,,,,,,,,,35.695778,-83.389556,,,,
A63-9,,,,,9.67,9.46,9.565,1176.495,52.27391532,,,,,,,,,,,,,35.695778,-83.389556,,,,
A63-10,,,,,11.8,11.6,11.7,1439.1,42.73504274,,,,,,,,,,,,,35.695778,-83.389556,,,,
A64-1,,,,,19.3,20.4,19.85,2441.55,25.18891688,,,,,,,,,,,,,46.68479,-92.232668,,,,
A64-2,,,,,12.8,12.9,12.85,1580.55,38.91050584,,,,,,,,,,,,,46.68479,-92.232668,,,,
A64-3,,,,,22.1,22.6,22.35,2749.05,22.37136465,,,,,,,,,,,,,46.68479,-92.232668,,,,
A64-4,,,,,14,14.4,14.2,1746.6,35.21126761,,,,,,,,,,,,,46.68479,-92.232668,,,,
A64-5,,,,,26.6,27,26.8,3296.4,18.65671642,,,,,,,,,,,,,46.68479,-92.232668,,,,
A64-6,,,,,21.7,21.8,21.75,2675.25,22.98850575,,,,,,,,,,,,,46.68479,-92.232668,,,,
A64-7,,,,,29.8,30,29.9,3677.7,16.72240803,,,,,,,,,,,,,46.68479,-92.232668,,,,
A64-8,,,,,26.7,26.9,26.8,3296.4,18.65671642,,,,,,,,,,,,,46.68479,-92.232668,,,,
A64-9,,,,,19.5,19.6,19.55,2404.65,25.57544757,,,,,,,,,,,,,46.68479,-92.232668,,,,
A64-10,,,,,20.8,21.1,20.95,2576.85,23.86634845,,,,,,,,,,,,,46.68479,-92.232668,,,,
